tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.49,0.03,0.9564,0.8198,0.83,0.8586,0.9604,0.9688,0.9564,0.9564,0.9678,0.8571,0.8226,0.8947
0.49,0.04,0.964,0.8361,0.8455,0.8598,0.9655,0.9701,0.964,0.964,0.9754,0.887,0.8793,0.8947
0.49,0.05,0.9678,0.847,0.8575,0.8604,0.9683,0.9711,0.9678,0.9678,0.9792,0.9027,0.9107,0.8947
0.49,0.06,0.9735,0.8637,0.8891,0.8613,0.9734,0.9759,0.9735,0.9735,0.9848,0.9273,0.9623,0.8947
0.49,0.07,0.9716,0.8517,0.8825,0.8375,0.9715,0.9736,0.9716,0.9716,0.983,0.9174,0.9615,0.8772
0.49,0.08,0.9735,0.8586,0.8924,0.8378,0.973,0.9744,0.9735,0.9735,0.9848,0.9259,0.9804,0.8772
0.49,0.09,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.1,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.11,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.12,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.13,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.14,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.15,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.49,0.16,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.17,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.18,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.19,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.2,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.21,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.22,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.23,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.24,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.25,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.26,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.27,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.28,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.29,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.3,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.31,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.49,0.32,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.49,0.33,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.49,0.34,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.49,0.35,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.49,0.36,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.49,0.37,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.49,0.38,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.49,0.39,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.4,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.41,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.42,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.43,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.44,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.49,0.45,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.49,0.46,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.49,0.47,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.49,0.48,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.49,0.49,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.0,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.01,0.9186,0.7778,0.768,0.8726,0.9359,0.962,0.9186,0.9186,0.9299,0.7376,0.619,0.9123
0.5,0.02,0.9413,0.7951,0.8,0.8561,0.95,0.9648,0.9413,0.9413,0.9527,0.8031,0.7286,0.8947
0.5,0.03,0.9564,0.8198,0.83,0.8586,0.9604,0.9688,0.9564,0.9564,0.9678,0.8571,0.8226,0.8947
0.5,0.04,0.964,0.8361,0.8455,0.8598,0.9655,0.9701,0.964,0.964,0.9754,0.887,0.8793,0.8947
0.5,0.05,0.9678,0.847,0.8575,0.8604,0.9683,0.9711,0.9678,0.9678,0.9792,0.9027,0.9107,0.8947
0.5,0.06,0.9735,0.8637,0.8891,0.8613,0.9734,0.9759,0.9735,0.9735,0.9848,0.9273,0.9623,0.8947
0.5,0.07,0.9716,0.8517,0.8825,0.8375,0.9715,0.9736,0.9716,0.9716,0.983,0.9174,0.9615,0.8772
0.5,0.08,0.9735,0.8586,0.8924,0.8378,0.973,0.9744,0.9735,0.9735,0.9848,0.9259,0.9804,0.8772
0.5,0.09,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.1,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.11,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.12,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.13,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.14,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.15,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.5,0.16,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.17,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.18,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.19,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.2,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.21,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.22,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.23,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.24,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.25,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.26,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.27,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.28,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.29,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.3,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.31,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.5,0.32,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.5,0.33,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.5,0.34,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.5,0.35,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.5,0.36,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.5,0.37,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.5,0.38,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.5,0.39,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.4,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.41,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.42,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.43,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.44,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.5,0.45,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.46,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.47,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.48,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.49,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.5,0.5,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.0,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.01,0.9186,0.7778,0.768,0.8726,0.9359,0.962,0.9186,0.9186,0.9299,0.7376,0.619,0.9123
0.51,0.02,0.9413,0.7951,0.8,0.8561,0.95,0.9648,0.9413,0.9413,0.9527,0.8031,0.7286,0.8947
0.51,0.03,0.9564,0.8198,0.83,0.8586,0.9604,0.9688,0.9564,0.9564,0.9678,0.8571,0.8226,0.8947
0.51,0.04,0.964,0.8361,0.8455,0.8598,0.9655,0.9701,0.964,0.964,0.9754,0.887,0.8793,0.8947
0.51,0.05,0.9678,0.847,0.8575,0.8604,0.9683,0.9711,0.9678,0.9678,0.9792,0.9027,0.9107,0.8947
0.51,0.06,0.9735,0.8637,0.8891,0.8613,0.9734,0.9759,0.9735,0.9735,0.9848,0.9273,0.9623,0.8947
0.51,0.07,0.9716,0.8517,0.8825,0.8375,0.9715,0.9736,0.9716,0.9716,0.983,0.9174,0.9615,0.8772
0.51,0.08,0.9735,0.8586,0.8924,0.8378,0.973,0.9744,0.9735,0.9735,0.9848,0.9259,0.9804,0.8772
0.51,0.09,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.1,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.11,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.12,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.13,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.14,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.15,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.51,0.16,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.17,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.18,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.19,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.2,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.21,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.22,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.23,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.24,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.25,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.26,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.27,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.28,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.29,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.3,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.31,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.51,0.32,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.51,0.33,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.51,0.34,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.51,0.35,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.51,0.36,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.51,0.37,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.51,0.38,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.51,0.39,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.4,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.41,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.42,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.43,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.44,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.51,0.45,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.46,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.47,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.48,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.49,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.5,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.51,0.51,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.0,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.01,0.9186,0.7778,0.768,0.8726,0.9359,0.962,0.9186,0.9186,0.9299,0.7376,0.619,0.9123
0.52,0.02,0.9413,0.7951,0.8,0.8561,0.95,0.9648,0.9413,0.9413,0.9527,0.8031,0.7286,0.8947
0.52,0.03,0.9564,0.8198,0.83,0.8586,0.9604,0.9688,0.9564,0.9564,0.9678,0.8571,0.8226,0.8947
0.52,0.04,0.964,0.8361,0.8455,0.8598,0.9655,0.9701,0.964,0.964,0.9754,0.887,0.8793,0.8947
0.52,0.05,0.9678,0.847,0.8575,0.8604,0.9683,0.9711,0.9678,0.9678,0.9792,0.9027,0.9107,0.8947
0.52,0.06,0.9735,0.8637,0.8891,0.8613,0.9734,0.9759,0.9735,0.9735,0.9848,0.9273,0.9623,0.8947
0.52,0.07,0.9716,0.8517,0.8825,0.8375,0.9715,0.9736,0.9716,0.9716,0.983,0.9174,0.9615,0.8772
0.52,0.08,0.9735,0.8586,0.8924,0.8378,0.973,0.9744,0.9735,0.9735,0.9848,0.9259,0.9804,0.8772
0.52,0.09,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.1,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.11,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.12,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.13,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.14,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.15,0.9754,0.8627,0.9015,0.8381,0.9746,0.9759,0.9754,0.9754,0.9867,0.9346,1.0,0.8772
0.52,0.16,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.17,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.18,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.19,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.2,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.21,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.22,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.23,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.24,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.25,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.26,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.27,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.28,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.29,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.3,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.31,0.9735,0.8574,0.9012,0.8297,0.9725,0.974,0.9735,0.9735,0.9848,0.9245,1.0,0.8596
0.52,0.32,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.52,0.33,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.52,0.34,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.52,0.35,0.9716,0.8499,0.9009,0.8187,0.9703,0.9722,0.9716,0.9716,0.983,0.9143,1.0,0.8421
0.52,0.36,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.52,0.37,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.52,0.38,0.9697,0.8356,0.8929,0.7949,0.9682,0.9698,0.9697,0.9697,0.9811,0.9038,1.0,0.8246
0.52,0.39,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.4,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.41,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.42,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.43,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.44,0.9678,0.7878,0.8927,0.7235,0.966,0.968,0.9678,0.9678,0.9792,0.8932,1.0,0.807
0.52,0.45,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.46,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.47,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.48,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.49,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.5,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.51,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.52,0.52,0.9659,0.7784,0.8876,0.7115,0.9636,0.9654,0.9659,0.9659,0.9773,0.8824,1.0,0.7895
0.53,0.0,0.9602,0.7509,0.8731,0.6793,0.9562,0.9579,0.9602,0.9602,0.9716,0.8485,1.0,0.7368
0.53,0.01,0.9167,0.7691,0.7621,0.8607,0.9336,0.9591,0.9167,0.9167,0.928,0.7286,0.6145,0.8947
0.53,0.02,0.9394,0.7862,0.7943,0.8442,0.9477,0.962,0.9394,0.9394,0.9508,0.7937,0.7246,0.8772
0.53,0.03,0.9545,0.8106,0.8245,0.8466,0.9581,0.9661,0.9545,0.9545,0.9659,0.8475,0.8197,0.8772
0.53,0.04,0.9621,0.8269,0.84,0.8479,0.9632,0.9674,0.9621,0.9621,0.9735,0.8772,0.8772,0.8772
0.53,0.05,0.9659,0.8378,0.852,0.8485,0.9659,0.9684,0.9659,0.9659,0.9773,0.8929,0.9091,0.8772
